title_normalized,company,rating,pay_percentile50,skill,years_of_experience,size,sector,industry,company_type,revenue,yearFounded,date_posted,doctoral,master,bachelor,associate,highschool_ged,years_since_founded,at_heartquartes
Lead Database Architect,Accenture Ltd,4.1,104619,"['Azure', 'Oracle', 'Cloud architecture', 'Spark', 'Google Cloud Platform', 'Apache Hive', 'Java', 'Change management', 'SQL', 'AWS', 'Presentation skills', 'Scala', 'GitHub', 'Teradata', 'Apache', 'Training & development', 'Data warehouse', 'Python', 'Hadoop']",5,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Jan 13, 2022",0,0,1,1,0,33,0
Enterprise Architect Manager,Accenture Ltd,4.1,106086,"['Node.js', 'Internet of things', 'Kubernetes', 'Big data', 'DevOps', 'C#', 'Spark', 'Git', 'Apache Hive', 'Java', 'Change management', 'SQL', 'AWS', 'Apache Pig', 'Perl', 'Scripting', 'APIs', 'S3', 'Kafka', 'Training & development', 'Redshift', 'DynamoDB', 'Informatica', 'Jenkins', 'Data warehouse', 'Python', 'Shell Scripting', 'Hadoop']",3,7,Business Services,Consulting,Company - Public,$10+ billion (USD),1989,"Dec 15, 2021",0,0,1,1,0,33,0
Machine Learning Engineer Manager,Deloitte ,4,114685,"['Azure', 'Kubernetes', 'XML', 'Spark', 'Git', 'Google Cloud Platform', 'SOAP', 'AWS', 'Docker', 'Machine learning', 'Terraform', 'Deep learning', 'REST', 'Natural language processing', 'Fraud', 'JSON', 'Redshift', 'AI', 'Communication skills', 'Data warehouse', 'Python']",5,7,Accounting & Legal,Accounting,Company - Private,$10+ billion (USD),1850,"Dec 14, 2021",0,1,1,0,0,172,0
Senior Machine Learning Engineer,Recruiting from Scratch,4.9,85136,"['Cloud infrastructure', 'Big data', 'Software deployment', 'C#', 'Spark', 'Java', 'SQL', 'C++', 'Machine learning', 'Deep learning', 'Natural language processing', 'Cloud computing', 'Predictive analytics', 'S3', 'Data science', 'Communication skills', 'Python', 'Analytics', 'Hadoop']",2,1,Business Services,Staffing & Outsourcing,Company - Private,$1 to $5 million (USD),2019,"Oct 13, 2021",1,1,0,0,0,3,0
Senior Data Scientist,Underwriters Laboratories Inc.,3.5,96254,"['TensorFlow', 'Cloud infrastructure', 'Azure', 'Data analysis skills', 'Machine learning', 'Natural language processing', 'APIs', 'AI', 'Python']",2,7,Business Services,Consulting,Company - Private,$2 to $5 billion (USD),1894,"Feb 10, 2022",0,1,0,0,0,128,0
Senior Machine Learning Engineer,"Amazon.com, Inc.",3.8,122300,"['TensorFlow', 'Performance tuning', 'Military', 'Spark', 'NoSQL', 'Java', 'SQL', 'AWS', 'Machine learning', 'JavaScript', 'Distributed systems', 'Scalability', 'Kafka', 'Redshift', 'Communication skills', 'Python', 'Hadoop']",3,7,Information Technology,Internet,Company - Public,$10+ billion (USD),1994,"Feb 12, 2021",1,1,1,0,0,28,0
Data Scientist,"Western EcoSystems Technology, Inc.",3.9,31200,"['TensorFlow', 'Microsoft Excel', 'R', 'Microsoft SQL Server', 'Git', 'SQL', 'Machine learning', 'PostgreSQL', 'QA/QC', 'Regression analysis', 'Communication skills']",0,3,Business Services,Consulting,Company - Private,$10 to $25 million (USD),1990,"Feb 03, 2022",0,0,0,0,0,32,0
Analyst,Pearson plc,3.7,46608,"['Live chat', 'Salesforce', 'Machine learning', 'Product management', 'Natural language processing', 'Experimental design', 'Customer support', 'AI']",1,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Jan 19, 2022",0,1,1,0,0,178,0
Senior Data Analyst,"Ryder System, Inc.",3.7,68835,"['Power BI', 'Azure', 'Alteryx', 'Microsoft SQL Server', 'Tableau', '.NET', 'SQL', 'SSIS', 'Communication skills', 'Python']",2,7,Transportation & Logistics,Transportation Management,Company - Public,$5 to $10 billion (USD),1933,"Jan 24, 2022",0,1,1,0,0,89,0
Data Scientist,Quick Services LLC,4.4,78048,"['Knowledge management', 'MATLAB', 'Military', 'R', 'Tableau', 'Military intelligence', 'Intelligence experience', 'Python', 'Analytics']",2,2,Aerospace & Defense,Aerospace & Defense,Company - Private,$10 to $25 million (USD),2003,"Feb 09, 2022",0,0,1,0,0,19,1
Machine Learning Engineer,Pearson plc,3.7,72421,"['TensorFlow', 'Statistics', 'Kubernetes', 'Spark', 'Google Cloud Platform', 'Java', 'SQL', 'AWS', 'C++', 'C', 'Machine learning', 'Scala', 'Cloud computing', 'Linux', 'Python']",2,7,Media,Publishing,Company - Public,$5 to $10 billion (USD),1844,"Nov 05, 2021",0,1,1,0,0,178,0
Senior Data Analyst,"HellowWii, Inc.",3.5,76550,"['SQL', 'Docker', 'GitHub', 'S3']",0,2,Business Services,Building & Personnel Services,Company - Private,Unknown / Non-Applicable,2016,"Sep 14, 2021",0,1,0,0,0,6,1
Corporate Recruiter,TikTok,3.6,91897,"['Machine learning', 'Recruiting']",2,5,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,2016,"Feb 11, 2022",0,0,0,0,0,6,1
Staff Data Scientist,LegalZoom.com Inc.,3.6,113288,"['R', 'Tableau', 'SQL', 'Intellectual property law', 'Python', 'Wills, trusts, & estate law']",0,5,Information Technology,IT Services,Company - Public,Unknown / Non-Applicable,2001,"Jan 19, 2022",0,0,0,0,0,21,1
Data Scientist,Arcules,4.2,87253,"['TensorFlow', 'Go', 'Kubernetes', 'Google Cloud Platform', 'Docker', 'Machine learning', 'Software development', 'Agile', 'Python']",3,2,Information Technology,Enterprise Software & Network Solutions,Company - Private,Unknown / Non-Applicable,2017,"Feb 12, 2022",0,1,1,0,0,5,1
Data Scientist,Disney Streaming Services,3.4,112062,"['TensorFlow', 'Spark', 'Apache Hive', 'SQL', 'Machine learning', 'Python']",1,4,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,2018,"Feb 15, 2022",1,1,1,0,0,4,0
Data Scientist,Pacific Gas and Electric Company,3.8,89147,"['Microsoft Powerpoint', 'Microsoft Word', 'Power BI', 'Data modeling', 'Microsoft Excel', 'Oracle', 'Relational databases', 'R', 'Microsoft SQL Server', 'SSRS', 'Databases', 'Presentation skills', 'Machine learning', 'Natural language processing', 'Scripting', 'SSIS', 'Python', 'PowerShell', 'Analytics']",1,7,"Oil, Gas, Energy & Utilities",Utilities,Company - Public,$10+ billion (USD),1905,"Feb 13, 2022",1,1,1,0,0,117,0
Senior Data Scientist,The Boeing Company,3.8,178000,"['Azure', 'Writing skills', 'R', 'Google Cloud Platform', 'Tableau', 'SQL', 'Statistical analysis', 'Database management', 'Presentation skills', 'Machine learning', 'Teradata', 'Python', 'Analytics']",3,7,Aerospace & Defense,Aerospace & Defense,Company - Public,$10+ billion (USD),1916,"Feb 13, 2022",1,1,1,0,0,106,0
Junior Statistician,UCLA Health System,4,75213,"['Microsoft Word', 'Microsoft Excel', 'Microsoft Access', 'SAS', 'Writing skills', 'Research', 'Data management', 'Public health', 'Epidemiology', 'Regression analysis', 'Data collection', 'Communication skills']",2,6,Health Care,Health Care Services & Hospitals,Company - Public,Unknown / Non-Applicable,1919,"Jan 13, 2022",0,0,1,0,0,103,1
Senior Data Scientist,The Walt Disney Company,4,100279,"['R', 'Tableau', 'SQL', 'Machine learning', 'Data visualization', 'Leadership', 'Communication skills', 'Python', 'Marketing', 'Analytics', 'Performance marketing']",4,7,Media,Motion Picture Production & Distribution,Company - Public,$10+ billion (USD),1923,"Feb 15, 2022",1,1,1,0,0,99,0
Data Scientist III,Selby Jennings Ltd.,4,130000,"['Big data', 'R', 'Tableau', 'SQL', 'Distributed systems', 'Leadership', 'Python', 'Analytics', 'Hadoop']",7,3,Business Services,Staffing & Outsourcing,Subsidiary or Business Segment,$10 to $25 million (USD),2004,"Feb 08, 2022",0,1,1,0,0,18,0
Data Scientist,The Execu|Search Group,4.2,101007,"['TensorFlow', 'Cloud infrastructure', 'Web analytics', 'Spark', 'NoSQL', 'Git', 'Google Cloud Platform', 'MongoDB', 'Tableau', 'Statistical analysis', 'Analysis skills', 'Docker', 'Machine learning', 'Django', 'GitHub', 'Regression analysis', 'Google Analytics', 'Communication skills', 'Python', 'Adobe Analytics', 'Analytics', 'Hadoop']",2,3,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,1985,"Feb 04, 2022",0,1,0,0,0,37,0
Senior Director Data Scientist,DIRECTV,3.3,253900,"['TensorFlow', 'Azure', 'Spark', 'R', 'Apache Hive', 'SQL', 'AWS', 'Teradata', 'AI', 'Python', 'Analytics']",2,7,Telecommunications,"Cable, Internet & Telephone Providers",Company - Public,$10+ billion (USD),1994,"Feb 16, 2022",1,0,1,0,0,28,1
Data Scientist,Healthcare Staffing Professionals,4.2,111717,"['CI/CD', 'R', 'Git', 'Apache Hive', 'SQL', 'Machine learning', 'Distributed systems', 'Public health', 'Software development', 'GitHub', 'Predictive analytics', 'Communication skills', 'Python']",2,1,Health Care,Health Care Services & Hospitals,Company - Public,$10 to $25 million (USD),2006,"Nov 03, 2021",1,1,1,0,0,16,0
Data Scientist,Henkel AG & Co. KGaA,4.2,99570,"['Power BI', 'Data modeling', 'SAP', 'Logistics', 'SQL', 'Network management', 'Data analytics', 'Interviewing', 'Communication skills', 'Python', 'Help desk', 'Analytics']",5,7,Manufacturing,Consumer Products Manufacturing,Company - Public,$10+ billion (USD),1876,"Oct 29, 2021",0,0,1,0,0,146,0
Data Scientist,Robert Half,3.9,117500,"['Power BI', 'R', 'Tableau', 'SQL', 'Database management', 'Python']",3,7,Business Services,Staffing & Outsourcing,Company - Public,$5 to $10 billion (USD),1948,"Jan 27, 2022",0,0,1,0,0,74,0
Data Scientist,TikTok,3.6,128240,"['SQL', 'Machine learning', 'Regression analysis', 'Clustering', 'Communication skills', 'Python']",0,5,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,2016,"Jan 12, 2022",0,0,1,0,0,6,1
Data Scientist,TikTok,3.6,130864,"['Data modeling', 'Data mining', 'Social media management', 'R', 'SQL', 'Statistical analysis', 'Natural language processing', 'Computer networking', 'Regression analysis', 'Quantitative analysis', 'Python']",2,5,Information Technology,Internet,Company - Private,Unknown / Non-Applicable,2016,"Dec 13, 2021",0,0,0,0,0,6,1
Data Scientist,A.P. Møller - Mærsk A/S,4.1,97034,"['Oil & gas', 'Predictive analytics', 'Manufacturing']",5,7,Transportation & Logistics,Logistics & Supply Chain,Subsidiary or Business Segment,$10+ billion (USD),1928,"Feb 09, 2022",0,1,0,0,0,94,0
Data Scientist,Activision Publishing,4.2,113973,"['Spark', 'R', 'Data analysis skills', 'Apache Hive', 'SQL', 'Software development', 'A/B testing', 'Python', 'Analytics']",1,5,Media,Video Games,Subsidiary or Business Segment,$500 million to $1 billion (USD),1979,"Sep 14, 2021",1,1,1,0,0,43,1
Data Scientist,Red Bull GmbH,4.3,109254,"['Statistics', 'D3.js', 'Relational databases', 'Big data', 'Spark', 'R', 'English', 'Tableau', 'Databases', 'SQL', 'Analysis skills', 'Machine learning', 'Kafka', 'Data visualization', 'Python', 'GIS', 'Analytics']",2,7,Manufacturing,Food & Beverage Manufacturing,Company - Private,$5 to $10 billion (USD),1987,"Jan 12, 2022",0,1,1,0,0,35,0
Senior Data Analyst,"Snap, Inc.",4,112159,"['Knowledge management', 'Detailing', 'Tableau', 'Change management', 'SQL', 'Quantitative analysis', 'Requirements gathering', 'Leadership', 'Communication skills', 'Python']",3,5,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2011,"Feb 11, 2022",0,0,1,0,0,11,0
Data Scientist,"Snap, Inc.",4,143363,"['Statistics', 'Data mining', 'Social media management', 'R', 'SQL', 'Machine learning', 'Quantitative analysis', 'Python']",0,5,Information Technology,Computer Hardware & Software,Company - Public,Unknown / Non-Applicable,2011,"Jan 10, 2022",0,1,1,0,0,11,0
Data Scientist,National Research Group,3.5,91901,"['Relational databases', 'R', 'Git', 'Google Cloud Platform', 'SQL', 'AWS', 'Machine learning', 'Software development', 'GitHub', 'Communication skills', 'Python', 'Analytics']",2,3,Business Services,Advertising & Marketing,Company - Public,Unknown / Non-Applicable,1978,"Feb 11, 2022",0,0,0,0,0,44,1
Data Scientist,Activision Publishing,3.4,113973,"['Spark', 'R', 'Data analysis skills', 'Apache Hive', 'SQL', 'Software development', 'A/B testing', 'Python', 'Analytics']",1,5,Media,Video Games,Subsidiary or Business Segment,$500 million to $1 billion (USD),1979,"Sep 14, 2021",1,1,1,0,0,43,1
Data Scientist,Ezoic,4.6,87858,"['TensorFlow', 'Go', 'CSS', 'Kubernetes', 'Web development', 'Spark', 'SQL', 'C++', 'Docker', 'Machine learning', 'JavaScript', 'Data collection', 'Communication skills', 'Python', 'HTML5']",3,2,Business Services,Research & Development,Company - Private,$100 to $500 million (USD),2010,"Oct 11, 2021",0,1,1,0,0,12,1
Data Scientist,Meta,4.3,121900,"['R', 'SQL', 'Machine learning', 'Communication skills', 'Python']",0,7,Information Technology,Internet,Company - Public,$10+ billion (USD),2004,"Dec 29, 2021",0,0,1,0,0,18,0
Data Analyst,Atrium Staffing Services Ltd.,3.9,81760,"['Investment', 'Growing experience', 'R', 'Marketing mix modeling', 'SQL', 'Data analytics', 'Python']",3,2,Business Services,Staffing & Outsourcing,Company - Private,Unknown / Non-Applicable,1995,"Feb 02, 2022",0,1,1,0,0,27,0
Associate Machine Learning Engineer,"Amazon.com, Inc.",3.8,114134,"['Writing skills', 'Analysis skills', 'Machine learning', 'Organizational skills', 'Communication skills']",0,7,Information Technology,Internet,Company - Public,$10+ billion (USD),1994,"Jun 15, 2021",0,0,1,0,0,28,0
Entry Level Data Scientist,RAND Corporation,3.9,106581,"['Azure', 'Data mining', 'Spark', 'R', 'Data analysis skills', 'AWS', 'Machine learning', 'Distributed systems', 'Quantitative analysis', 'AI', 'Python', 'Hadoop']",0,5,Business Services,Consulting,Nonprofit Organization,$100 to $500 million (USD),1948,"Nov 09, 2021",0,1,1,0,0,74,0
Data Scientist,Rapp Collins Worldwide Inc.,3.4,112718,"['R', 'Machine learning', 'Python']",0,4,Business Services,Advertising & Marketing,Subsidiary or Business Segment,Unknown / Non-Applicable,1965,"Nov 30, 2021",0,0,0,0,0,57,0
Senior Data Analyst,"Patagonia, Inc.",4.3,76548,"['Microsoft Powerpoint', 'Microsoft Word', 'Power BI', 'Microsoft Excel', 'R', 'E-commerce', 'Tableau', 'Databases', 'SQL', 'Database design', 'Analysis skills', 'Digital marketing', 'Data visualization', 'Python', 'Marketing']",3,5,Retail,Sporting Goods Stores,Company - Private,$500 million to $1 billion (USD),1987,"Oct 29, 2021",0,0,0,0,0,35,1
Data Scientist,"Epirus, Inc.",4.6,77746,"['Jira', 'R', 'Data analysis skills', 'Git', 'SQL', 'Statistical analysis', 'AWS', 'Machine learning', 'Agile', 'Communication skills', 'Python']",5,2,Aerospace & Defense,Aerospace & Defense,Company - Private,Unknown / Non-Applicable,2018,"Feb 15, 2022",0,0,0,0,0,4,0
Data Scientist,"Edmunds.com, Inc.",4.4,128979,"['Spark', 'SQL', 'Machine learning', 'Packaging', 'Python', 'Analytics']",1,3,Information Technology,Internet,Company - Private,$100 to $500 million (USD),1966,"Nov 20, 2021",0,0,1,0,0,56,1
Clinical Laboratory Scientist I,Public Health Foundation Enterprises,3.3,72456,"['Clinical laboratory experience', 'Public health']",2,5,Non-Profit,Social Assistance,Nonprofit Organization,$50 to $100 million (USD),1968,"Feb 10, 2022",0,0,0,0,0,54,0
Entry Level Data Engineer,Kernel,4.7,109781,"['Signal processing', 'Big data', 'Data analysis skills', 'OS Kernels', 'Software development', 'Python']",0,1,Information Technology,Computer Hardware & Software,Company - Private,Less than $1 million (USD),2016,"Jan 31, 2022",0,1,0,0,0,6,0
Data Scientist,Public Storage,3.3,114474,"['C#', 'R', 'SQL', 'Confluence', 'Deep learning', 'GitHub', 'Regression analysis', 'AI', 'Communication skills', 'Python', 'Design patterns']",4,6,Real Estate,Real Estate,Company - Public,$2 to $5 billion (USD),1972,"Feb 15, 2022",1,1,1,0,0,50,1
Data Scientist,"Twitch Interactive, Inc.",4,143992,"['R', 'Data analysis skills', 'Tableau', 'SQL', 'Machine learning', 'Scripting', 'Python']",4,5,Information Technology,Internet,Subsidiary or Business Segment,Unknown / Non-Applicable,2011,"Oct 14, 2021",1,1,0,0,0,11,0
Data Scientist,"ViaSat, Inc.",4.1,88778,"['Data modeling', 'Python']",3,6,Telecommunications,Telecommunications Services,Company - Public,$1 to $2 billion (USD),1986,"Feb 03, 2022",0,1,1,0,0,36,1
Data Scientist II,Abbott Laboratories,3.9,94721,"['Microsoft Excel', 'R', 'Java', 'SQL', 'C++', 'Project management', 'Machine learning', 'Scala', 'Regression analysis', 'Linux', 'Data science', 'Quantitative analysis', 'Python']",2,7,Health Care,Health Care Services & Hospitals,Company - Public,$10+ billion (USD),1888,"Nov 02, 2021",0,0,1,0,0,134,0
Senior Data Scientist,"Blizzard Entertainment, Inc.",3.6,134750,"['Data mining', 'Spark', 'SQL', 'Scala', 'Predictive analytics', 'Communication skills', 'Python']",0,5,Media,Video Games,Subsidiary or Business Segment,$1 to $2 billion (USD),1991,"Nov 15, 2021",1,0,0,0,0,31,0
Data Scientist,Roche Holding Ltd,4.2,119010,"['TensorFlow', 'Statistics', 'Data structures', 'R', 'Data analysis skills', 'Tableau', 'SQL', 'Machine learning', 'Deep learning', 'Data analytics', 'IT', 'Data visualization', 'Python', 'Molecular biology']",0,6,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Company - Public,$10+ billion (USD),1896,"Feb 04, 2022",1,1,1,0,0,126,0
Data Scientist,Southern California Edison Company,4.2,93380,"['Data mining', 'Machine learning', 'Data collection', 'AI']",5,7,"Oil, Gas, Energy & Utilities",Utilities,Subsidiary or Business Segment,$10+ billion (USD),1879,"Dec 08, 2021",0,0,1,0,0,143,1
Data Scientist,"Tatari, Inc.",4.6,94582,"['Statistics', 'SQL', 'Project management', 'Systems analysis', 'Python', 'Analytics']",2,1,Media,TV Broadcast & Cable Networks,Company - Private,Unknown / Non-Applicable,2016,"Jan 24, 2022",0,0,1,0,0,6,0
Vice President Data Scientist,"Netflix, Inc.",4.2,147873,"['Machine learning', 'Communication skills']",0,6,Information Technology,Internet,Company - Public,$5 to $10 billion (USD),1997,"Feb 19, 2021",0,0,0,0,0,25,0
Data Scientist,California State University System,4.2,90984,"['SAS', 'R', 'Tableau', 'Stata', 'SQL', 'Forecasting', 'Data collection', 'Data visualization', 'SPSS', 'Python']",2,7,Education,Colleges & Universities,College / University,$2 to $5 billion (USD),1962,"Jan 07, 2022",0,1,1,0,0,60,1
Associate Data Scientist,Underwriters Laboratories Inc.,3.5,86809,"['Microsoft Excel', 'SAS', 'R', 'Statistical analysis', 'Data collection', 'Python']",2,7,Business Services,Consulting,Company - Private,$2 to $5 billion (USD),1894,"Feb 15, 2022",0,0,1,0,0,128,0
